product_name,product_code,currency,asset_class,sub_category,risk_level,return_1y,return_3y,return_5y,volatility_1y,volatility_3y,volatility_5y,max_drawdown_1y,max_drawdown_2y,max_drawdown_3y,sharpe_ratio_1y,sharpe_ratio_3y,sharpe_ratio_5y
华安量化优选B,540005,CNY,股票类,量化多因子,R4,16.89,18.51,20.0,21.82,21.87,19.24,-27.81,-23.77,-40.85,0.72,0.57,
易方达纯债,020002,CNY,现金类,纯债型,R1,2.76,3.57,3.58,1.5,0.71,0.9,-1.01,-2.18,-1.68,1.81,2.52,
华安日日鑫D,000018,CNY,现金类,货币基金,R1,2.9,2.23,2.81,0.57,0.64,0.97,-0.17,-1.2,-3.2,2.42,2.52,1.72
博时稳定纯债,020004,CNY,现金类,纯债型,R1,2.25,2.53,3.13,1.09,1.06,0.93,-0.68,-0.67,-1.59,2.16,2.34,2.47
博时稳定价值,130003,CNY,固收+,二级债基,R3,11.95,7.35,4.0,12.0,5.92,5.44,-5.93,-5.0,-8.92,1.14,1.05,1.01
富国可转债C,120009,CNY,固收+,可转债型,R3,11.61,8.99,7.23,8.73,11.0,,,-12.72,-14.54,1.26,1.14,1.07
博时现金收益,000004,CNY,现金类,货币基金,R1,2.33,2.92,,1.0,1.39,0.93,-1.01,-0.89,-0.61,2.46,2.1,
广发稳健增长D,110012,CNY,固收+,偏债混合型,R2,3.0,4.83,8.14,,9.18,,-7.72,-16.13,-15.73,1.0,0.75,1.12
工银双利D,100017,CNY,固收+,固收增强型,R2,8.9,8.47,9.33,6.0,9.48,7.23,-9.15,-9.97,-20.83,1.1,0.98,
博时现金收益B,000009,CNY,现金类,货币基金,R1,3.14,2.89,3.16,1.06,0.46,1.2,-1.08,-1.52,-2.93,2.08,,1.63
淡水泉多策略B,900005,CNY,另类,多策略对冲,R3,16.95,13.26,6.15,6.47,15.27,,-18.42,-14.65,-34.81,1.02,0.54,0.83
景顺长城量化精选,520000,CNY,股票类,股票增强型,R4,25.15,,6.45,18.88,24.81,20.68,-29.24,-35.36,,0.87,0.52,0.65
中信中性策略,890000,CNY,另类,市场中性,R3,14.68,10.13,5.47,9.96,15.59,,,-25.54,-12.23,0.57,0.86,0.68
嘉实增强收益C,100014,CNY,固收+,固收增强型,R3,11.81,6.97,,8.19,7.31,6.96,-9.93,-11.67,-17.77,1.31,0.79,0.84
南方宝元债券B,130006,CNY,固收+,二级债基,R2,9.96,4.81,7.66,7.96,8.83,7.78,-4.91,-12.03,-17.54,1.03,1.05,
富国沪深300B,510014,CNY,股票类,股票型,R3,33.99,,14.28,15.64,23.3,17.82,-17.58,-21.31,-40.57,0.94,0.72,0.74
长信可转债,120002,CNY,固收+,可转债型,R4,10.94,7.03,9.36,5.55,5.8,7.78,-5.86,-6.19,-17.68,1.27,0.94,0.85
博时黄金B,510006,CNY,另类,商品型,R5,2.48,9.64,,13.0,10.25,12.98,-10.31,-27.84,-27.27,0.61,0.59,0.84
南方宝元债券,130002,CNY,固收+,二级债基,R2,5.71,5.12,9.39,6.31,6.51,5.0,-10.92,-17.46,-7.7,1.25,0.83,1.2
